"","module","bin_name","module_name","module_class","module_category","module_subcategory","module_definition","stepwise_module_completeness","stepwise_module_is_complete","pathwise_module_completeness","pathwise_module_is_complete","proportion_unique_enzymes_present","enzymes_unique_to_module","unique_enzymes_hit_counts","enzyme_hits_in_module","gene_caller_ids_in_module","warnings","pathwise_copy_number","stepwise_copy_number","per_step_copy_numbers","group"
"1122","M00307","ND35_MAG_00043","Pyruvate oxidation, pyruvate => acetyl-CoA","Pathway modules","Carbohydrate metabolism","Central carbohydrate metabolism","((K00163,K00161+K00162)+K00627+K00382-K13997),K00169+K00170+K00171+(K00172,K00189),K03737",1,"True",1,"True",1,"K00161,K00162,K00627","1,1,1","K00161,K00162,K00382,K00627","585604,585280,584619,585183","K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00036/M00032",1,1,"1","susceptible"
"1123","M00010","ND35_MAG_00043","Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate","Pathway modules","Carbohydrate metabolism","Central carbohydrate metabolism","(K01647,K05942) (K01681,K01682) (K00031,K00030)",0.666666666666667,"False",0.666666666666667,"False",NA,"No enzymes unique to module",NA,"K00031,K01647","584593,585046","K00031 is present in multiple modules: M00009/M00010/M00740/M00173/M00614,K01647 is present in multiple modules: M00009/M00010/M00012/M00740",0,0,"1,0,1","susceptible"
"1124","M00909","ND35_MAG_00043","UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc","Pathway modules","Carbohydrate metabolism","Other carbohydrate metabolism","(K00845,K25026) (K01810,K13810,K15916) K00820 K03431 K04042",0.4,"False",0.4,"False",NA,"No enzymes unique to module",NA,"K01810,K01810,K01810,K25026,K25026","585414,585413,585412,584681,585002","K01810 is present in multiple modules: M00001/M00004/M00892/M00909,K25026 is present in multiple modules: M00001/M00549/M00909",0,0,"2,3,0,0,0","susceptible"
"1125","M00012","ND35_MAG_00043","Glyoxylate cycle","Pathway modules","Carbohydrate metabolism","Other carbohydrate metabolism","K01647 (K01681,K01682) K01637 (K01638,K19282) (K00026,K00025,K00024)",0.2,"False",0.2,"False",NA,"No enzymes unique to module",NA,"K01647","585046","K01647 is present in multiple modules: M00009/M00010/M00012/M00740",0,0,"1,0,0,0,0","susceptible"
"1126","M00741","ND35_MAG_00043","Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA","Pathway modules","Carbohydrate metabolism","Other carbohydrate metabolism","(K01965+K01966,K11263+(K18472,K19312+K22568),K01964+K15036+K15037) K05606 (K01847,K01848+K01849)",0.666666666666667,"False",0.666666666666667,"False",NA,"No enzymes unique to module",NA,"K01848,K01848,K01849,K05606","585983,585520,586258,586392","K01849 is present in multiple modules: M00741/M00376/M00375/M00613,K01848 is present in multiple modules: M00741/M00376/M00375/M00613,K05606 is present in multiple modules: M00373/M00741/M00376/M00375/M00613",0,0,"0,1,1","susceptible"
"1127","M00165","ND35_MAG_00043","Reductive pentose phosphate cycle (Calvin cycle)","Pathway modules","Energy metabolism","Carbon fixation","K00855 (K01601-K01602) K00927 (K05298,K00150,K00134) (K01623,K01624) (K03841,K02446,K11532,K01086) K00615 (K01623,K01624) (K01100,K11532,K01086) K00615 (K01807,K01808)",0.636363636363636,"False",0.636363636363636,"False",NA,"No enzymes unique to module",NA,"K00134,K00615,K00615,K00927,K01624,K01808","584753,585144,585094,584752,585331,584895","K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K00615 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612,K01624 is present in multiple modules: M00001/M00003/M00165/M00167/M00345/M00344/M00611/M00612,K01808 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612",0,0,"0,0,1,1,1,0,2,1,0,2,1","susceptible"
"1128","M00166","ND35_MAG_00043","Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P","Pathway modules","Energy metabolism","Carbon fixation","K00855 (K01601-K01602) K00927 (K05298,K00150,K00134)",0.5,"False",0.5,"False",NA,"No enzymes unique to module",NA,"K00134,K00927","584753,584752","K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612",0,0,"0,0,1,1","susceptible"
"1129","M00168","ND35_MAG_00043","CAM (Crassulacean acid metabolism), dark","Pathway modules","Energy metabolism","Carbon fixation","K01595 (K00025,K00026,K00024)",0.5,"False",0.5,"False",NA,"No enzymes unique to module",NA,"K01595","586062","K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614",0,0,"1,0","susceptible"
"1130","M00579","ND35_MAG_00043","Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate","Pathway modules","Energy metabolism","Carbon fixation","(K00625,K13788,K15024) K00925",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0","susceptible"
"1131","M00378","ND35_MAG_00043","F420 biosynthesis, archaea","Pathway modules","Energy metabolism","Methane metabolism","K11780+K11781 K14941 K11212 K12234",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0,0","susceptible"
"1132","M00531","ND35_MAG_00043","Assimilatory nitrate reduction, nitrate => ammonia","Pathway modules","Energy metabolism","Nitrogen metabolism","(K00367,K10534,K00372-K00360) (K00366,K17877)",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0","susceptible"
"1133","M00595","ND35_MAG_00043","Thiosulfate oxidation by SOX complex, thiosulfate => sulfate","Pathway modules","Energy metabolism","Sulfur metabolism","K17222+K17223+K17224-K17225-K22622+K17226+K17227",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0","susceptible"
"1134","M00151","ND35_MAG_00043","Cytochrome bc1 complex respiratory unit","Pathway modules","Energy metabolism","ATP synthesis","((K00412+K00413,K00410)+K00411),K03886+K03887+K03888,K03890+K03891+K03889",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0","susceptible"
"1135","M00086","ND35_MAG_00043","beta-Oxidation, acyl-CoA synthesis","Pathway modules","Lipid metabolism","Fatty acid metabolism","K01897,K15013",1,"True",1,"True",1,"K01897","1","K01897","586268","None",1,1,"1","susceptible"
"1136","M00546","ND35_MAG_00043","Purine degradation, xanthine => urea","Pathway modules","Nucleotide metabolism","Purine metabolism","(K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483) (K00365,K16838,K16839,K22879) (K13484,K07127 (K13485,K16838,K16840)) (K01466,K16842) K01477",0,"False",0.133333333333333,"False",1,"K11177,K13483","1,1","K11177,K13483","586313,586312","None",0,0,"1,0,0,0,0","susceptible"
"1137","M00020","ND35_MAG_00043","Serine biosynthesis, glycerate-3P => serine","Pathway modules","Amino acid metabolism","Serine and threonine metabolism","K00058 K00831 (K01079,K02203,K22305,K25528)",0.666666666666667,"False",0.666666666666667,"False",1,"K00058","2","K00058,K00058,K00831","584691,585645,586270","K00831 is present in multiple modules: M00020/M00124",0,0,"2,1,0","susceptible"
"1138","M00338","ND35_MAG_00043","Cysteine biosynthesis, homocysteine + serine => cysteine","Pathway modules","Amino acid metabolism","Cysteine and methionine metabolism","(K01697,K10150) K01758",1,"True",1,"True",1,"K01758","1","K01697,K01758","586212,585726","K01697 is present in multiple modules: M00338/M00035",1,1,"1,1","susceptible"
"1139","M00035","ND35_MAG_00043","Methionine degradation","Pathway modules","Amino acid metabolism","Cysteine and methionine metabolism","K00789 (K00558,K17398,K17399) K01251 (K01697,K10150)",0.75,"True",0.75,"True",1,"K01251","1","K00789,K01251,K01697","585390,584938,586212","K00789 is present in multiple modules: M00609/M00034/M00035/M00368,K01697 is present in multiple modules: M00338/M00035",1,0,"1,0,1,1","susceptible"
"1140","M00019","ND35_MAG_00043","Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine","Pathway modules","Amino acid metabolism","Branched-chain amino acid metabolism","K01652+(K01653,K11258) K00053 K01687 K00826",1,"True",1,"True",NA,"No enzymes unique to module",NA,"K00053,K00826,K01652,K01653,K01687","584603,585761,584601,584602,584600","K00826 is present in multiple modules: M00019/M00570/M00036/M00119,K01687 is present in multiple modules: M00019/M00570,K01653 is present in multiple modules: M00019/M00570,K00053 is present in multiple modules: M00019/M00570,K01652 is present in multiple modules: M00019/M00570",1,1,"1,1,1,1","susceptible"
"1141","M00570","ND35_MAG_00043","Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine","Pathway modules","Amino acid metabolism","Branched-chain amino acid metabolism","(K17989,K01754) K01652+(K01653,K11258) K00053 K01687 K00826",0.8,"True",0.8,"True",NA,"No enzymes unique to module",NA,"K00053,K00826,K01652,K01653,K01687","584603,585761,584601,584602,584600","K00826 is present in multiple modules: M00019/M00570/M00036/M00119,K01687 is present in multiple modules: M00019/M00570,K01653 is present in multiple modules: M00019/M00570,K00053 is present in multiple modules: M00019/M00570,K01652 is present in multiple modules: M00019/M00570",1,0,"0,1,1,1,1","susceptible"
"1142","M00432","ND35_MAG_00043","Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate","Pathway modules","Amino acid metabolism","Branched-chain amino acid metabolism","K01649 (K01702,K01703+K01704) K00052",0.666666666666667,"False",0.666666666666667,"False",NA,"No enzymes unique to module",NA,"K00052,K01703,K01704","585869,585866,585867","K01703 is present in multiple modules: M00535/M00432,K01704 is present in multiple modules: M00535/M00432,K00052 is present in multiple modules: M00535/M00432",0,0,"0,1,1","susceptible"
"1143","M00844","ND35_MAG_00043","Arginine biosynthesis, ornithine => arginine","Pathway modules","Amino acid metabolism","Arginine and proline metabolism","K00611 K01940 (K01755,K14681)",0.666666666666667,"False",0.666666666666667,"False",NA,"No enzymes unique to module",NA,"K01755,K01940","586301,586307","K01940 is present in multiple modules: M00844/M00845/M00029,K01755 is present in multiple modules: M00844/M00845/M00029",0,0,"0,1,1","susceptible"
"1144","M00015","ND35_MAG_00043","Proline biosynthesis, glutamate => proline","Pathway modules","Amino acid metabolism","Arginine and proline metabolism","((K00931 K00147),K12657) K00286",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0","susceptible"
"1145","M00026","ND35_MAG_00043","Histidine biosynthesis, PRPP => histidine","Pathway modules","Amino acid metabolism","Histidine metabolism","(K00765-K02502) (K01523 K01496,K11755,K14152) (K01814,K24017) (K02501+K02500,K01663) ((K01693 K00817 (K04486,K05602,K18649)),(K01089 K00817)) (K00013,K14152)",1,"True",1,"True",1,"K00013,K00765,K00817,K01089,K01814,K02500,K02501,K11755","1,1,1,1,1,1,1,1","K00013,K00765,K00817,K01089,K01814,K02500,K02501,K11755","586209,586208,586210,586211,585617,585616,586041,585615","None",1,1,"1,1,1,1,1,1","susceptible"
"1146","M00045","ND35_MAG_00043","Histidine degradation, histidine => N-formiminoglutamate => glutamate","Pathway modules","Amino acid metabolism","Histidine metabolism","K01745 K01712 K01468 (K01479,K00603,K13990,(K05603 K01458))",0.25,"False",0.25,"False",1,"K01479","1","K01479","586248","None",0,0,"0,0,0,1","susceptible"
"1147","M00024","ND35_MAG_00043","Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine","Pathway modules","Amino acid metabolism","Aromatic amino acid metabolism","((K01850,K04092,K14187,K04093,K04516,K06208,K06209) (K01713,K04518,K05359),K14170) (K00832,K00838)",0.5,"False",0.666666666666667,"False",1,"K04518","1","K04516,K04518","585009,585012","K04516 is present in multiple modules: M00024/M00025",0,0,"1,0","susceptible"
"1148","M00025","ND35_MAG_00043","Tyrosine biosynthesis, chorismate => HPP => tyrosine","Pathway modules","Amino acid metabolism","Aromatic amino acid metabolism","(((K01850,K04092,K14170,K04093,K04516,K06208,K06209) (K04517,K00211)),K14187) (K00832,K00838)",0.5,"False",0.666666666666667,"False",1,"K04517","1","K04516,K04517","585009,585010","K04516 is present in multiple modules: M00024/M00025",0,0,"1,0","susceptible"
"1149","M00912","ND35_MAG_00043","NAD biosynthesis, tryptophan => quinolinate => NAD","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","(K00453,K00463) (K01432,K14263,K07130) K00486 K01556 K00452 K00767 (K00969,K06210) (K01916,K01950)",0.25,"False",0.25,"False",NA,"No enzymes unique to module",NA,"K00969,K01556","584747,585457","K01556 is present in multiple modules: M00038/M00912,K00969 is present in multiple modules: M00115/M00912",0,0,"0,0,0,1,0,0,1,0","susceptible"
"1150","M00913","ND35_MAG_00043","Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","K00606 K00077 K13367 K00128 K01918",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0,0,0","susceptible"
"1151","M00572","ND35_MAG_00043","Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","K02169 (K00647,K09458) K00059 K02372 K00208 (K02170,K09789,K19560,K19561)",0.666666666666667,"False",0.666666666666667,"False",NA,"No enzymes unique to module",NA,"K00059,K00059,K00208,K02372,K09458,K09458","585705,585456,584807,585021,586394,585497","K00208 is present in multiple modules: M00083/M00572,K00059 is present in multiple modules: M00083/M00874/M00572,K02372 is present in multiple modules: M00083/M00572,K09458 is present in multiple modules: M00083/M00873/M00874/M00572",0,0,"0,2,2,1,1,0","susceptible"
"1152","M00932","ND35_MAG_00043","Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","(K02552 K02551 K08680 K02549,K14759) (K01911,K14760) K01661 (K19222,K12073) K23094 K17872 K23095",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0,0,0,0,0","susceptible"
"1153","M00793","ND35_MAG_00043","dTDP-L-rhamnose biosynthesis","Pathway modules","Biosynthesis of terpenoids and polyketides","Polyketide sugar unit biosynthesis","K00973 K01710 (K01790 K00067,K23987)",1,"True",1,"True",1,"K00067,K00973,K01710,K01790","2,1,1,1","K00067,K00067,K00973,K01710,K01790","585488,585170,585097,585486,585487","None",1,1,"1,1,1","susceptible"
"1154","M00548","ND35_MAG_00043","Benzene degradation, benzene => catechol","Pathway modules","Xenobiotics biodegradation","Aromatics degradation","K16249+K16243+K16244+K16242+K16245+K16246",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0","susceptible"
"1155","M00615","ND35_MAG_00043","Nitrate assimilation","Signature modules","Module set","Metabolic capacity","(K02575,K15576+K15577+K15578-K15579) M00531",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0","susceptible"
"1156","M00001","ND35_MAG_00044","Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate","Pathway modules","Carbohydrate metabolism","Central carbohydrate metabolism","(K00844,K12407,K00845,K25026,K00886,K08074,K00918) (K01810,K06859,K13810,K15916) (K00850,K16370,K21071,K00918) (K01623,K01624,K11645,K16305,K16306) K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) K01689 (K00873,K12406)",0.555555555555556,"False",0.555555555555556,"False",NA,"No enzymes unique to module",NA,"K01689,K01689,K01803,K01810,K01834,K25026","588151,587483,586905,586777,587456,587574","K01689 is present in multiple modules: M00001/M00002/M00003/M00346,K25026 is present in multiple modules: M00001/M00549/M00909,K01834 is present in multiple modules: M00001/M00002/M00003,K01810 is present in multiple modules: M00001/M00004/M00892/M00909,K01803 is present in multiple modules: M00001/M00002/M00003",0,0,"1,1,0,0,1,0,1,2,0","resistant"
"1157","M00307","ND35_MAG_00044","Pyruvate oxidation, pyruvate => acetyl-CoA","Pathway modules","Carbohydrate metabolism","Central carbohydrate metabolism","((K00163,K00161+K00162)+K00627+K00382-K13997),K00169+K00170+K00171+(K00172,K00189),K03737",1,"True",1,"True",1,"K00163,K00627","1,1","K00163,K00382,K00382,K00627","588451,588022,587570,588021","K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00036/M00032",1,1,"1","resistant"
"1158","M00010","ND35_MAG_00044","Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate","Pathway modules","Carbohydrate metabolism","Central carbohydrate metabolism","(K01647,K05942) (K01681,K01682) (K00031,K00030)",0.666666666666667,"False",0.666666666666667,"False",NA,"No enzymes unique to module",NA,"K00031,K01681","586764,588458","K00031 is present in multiple modules: M00009/M00010/M00740/M00173/M00614,K01681 is present in multiple modules: M00009/M00010/M00012/M00740/M00173/M00614",0,0,"0,1,1","resistant"
"1159","M00909","ND35_MAG_00044","UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc","Pathway modules","Carbohydrate metabolism","Other carbohydrate metabolism","(K00845,K25026) (K01810,K13810,K15916) K00820 K03431 K04042",0.8,"True",0.8,"True",1,"K04042","1","K00820,K00820,K01810,K04042,K25026","587865,587564,586777,587864,587574","K01810 is present in multiple modules: M00001/M00004/M00892/M00909,K00820 is present in multiple modules: M00892/M00909,K25026 is present in multiple modules: M00001/M00549/M00909",1,0,"1,1,2,0,1","resistant"
